'登録番号','農薬の種類','農薬の名称','登録を有する者の名称','有効成分','総使用回数における有効成分','濃度','混合数','用途','剤型名','登録年月日'
12025,'ポリオキシン乳剤','ポリオキシンAL乳剤','クミアイ化学工業株式会社','ポリオキシン複合体','ポリオキシン複合体','10.0%',1,'殺菌剤','乳剤','1972/3/15'
12026,'ポリオキシン乳剤','日農ポリオキシンAL乳剤','日本農薬株式会社','ポリオキシン複合体','ポリオキシン複合体','10.0%',1,'殺菌剤','乳剤','1972/3/15'
12040,'石灰窒素','カルメート55','デンカ株式会社','石灰窒素','石灰窒素','55.0%',1,'その他','その他','1972/3/15'
12058,'展着剤','アビオン-E','株式会社アビオンコーポレーション','パラフィン','パラフィン','24.0%',1,'その他','その他','1972/3/28'
12128,'NAC粒剤','三明デナポン粒剤5','三明ケミカル株式会社','NAC','NAC','5.0%',1,'殺虫剤','粒剤','1972/4/26'
12183,'TPN水和剤','昭和ダコニール','株式会社エス・ディー・エス バイオテック','TPN','TPN','75.0%',1,'殺菌剤','水和剤','1972/4/26'
12201,'DCMU水和剤','一農DCMU水和剤','第一農薬株式会社','DCMU','DCMU','80.0%',1,'除草剤','水和剤','1969/8/20'
12214,'DCMU水和剤','サンケイDCMU','琉球産経株式会社','DCMU','DCMU','80.0%',1,'除草剤','水和剤','1969/12/10'
12246,'メタアルデヒド粒剤','サンケイマイマイペレット','琉球産経株式会社','メタアルデヒド','メタアルデヒド','3.5%',1,'殺虫剤','粒剤','1970/10/1'
12257,'MEP乳剤','サンケイスミチオン乳剤','琉球産経株式会社','MEP','MEP','50.0%',1,'殺虫剤','乳剤','1970/12/15'
12261,'マラソン乳剤','一農マラソン乳剤','第一農薬株式会社','マラソン','マラソン','50.0%',1,'殺虫剤','乳剤','1971/1/20'
12266,'マラソン乳剤','サンケイマラソン乳剤','琉球産経株式会社','マラソン','マラソン','50.0%',1,'殺虫剤','乳剤','1971/2/5'
12272,'ダイアジノン乳剤','一農ダイアジノン乳剤40','第一農薬株式会社','ダイアジノン','ダイアジノン','40.0%',1,'殺虫剤','乳剤','1971/3/10'
12314,'クマリン系粒剤','サンケイクマリン','琉球産経株式会社','クマリン系','クマリン系','0.10%',1,'殺そ剤','粒剤','1971/11/20'
12333,'MEP乳剤','一農スミチオン乳剤','第一農薬株式会社','MEP','MEP','50.0%',1,'殺虫剤','乳剤','1972/5/4'
12403,'ブロマシル水和剤','ハイバーX','第一農薬株式会社','ブロマシル','ブロマシル','80.0%',1,'除草剤','水和剤','1972/5/4'
12434,'ブロマシル水和剤','サンケイハイバーX','琉球産経株式会社','ブロマシル','ブロマシル','80.0%',1,'除草剤','水和剤','1972/5/4'
12455,'イソキサチオン乳剤','カルホス乳剤','保土谷UPL株式会社','イソキサチオン','イソキサチオン','50.0%',1,'殺虫剤','乳剤','1972/6/30'
12478,'MEP乳剤','ガットキラー乳剤','住友化学株式会社','MEP','MEP','15.0%',1,'殺虫剤','乳剤','1972/6/30'
12683,'ダイアジノン粒剤','サンケイダイアジノン粒剤5','サンケイ化学株式会社','ダイアジノン','ダイアジノン','5.0%',1,'殺虫剤','粒剤','1973/1/31'
12783,'チウラム・TPN水和剤','クミアイダコグリーン','クミアイ化学工業株式会社','チウラム','チウラム','30.0%',2,'殺菌剤','水和剤','1973/2/14'
12783,'チウラム・TPN水和剤','クミアイダコグリーン','クミアイ化学工業株式会社','TPN','TPN','50.0%',2,'殺菌剤','水和剤','1973/2/14'
12838,'プロピザミド水和剤','カーブ水和剤','コルテバ・アグリサイエンス日本株式会社','プロピザミド','プロピザミド','50.0%',1,'除草剤','水和剤','1973/2/28'
12844,'展着剤','マイリノー','日本農薬株式会社','ポリアルキレングリコールアルキルエーテル',NULL,'27.0%',1,'その他','その他','1973/2/28'
12863,'石灰窒素','軍配印粒状石灰窒素55','デンカ株式会社','石灰窒素','石灰窒素','55.0%',1,'その他','その他','1973/2/28'
12864,'石灰窒素','カルメート60','デンカ株式会社','石灰窒素','石灰窒素','60.0%',1,'その他','その他','1973/2/28'
12880,'NAC粒剤','サンケイデナポン5%ベイト','サンケイ化学株式会社','NAC','NAC','5.0%',1,'殺虫剤','粒剤','1973/3/15'
12881,'NAC粒剤','三明デナポン5%ベイト','三明ケミカル株式会社','NAC','NAC','5.0%',1,'殺虫剤','粒剤','1973/3/15'
12885,'NAC粒剤','日農デナポン5%ベイト','日本農薬株式会社','NAC','NAC','5.0%',1,'殺虫剤','粒剤','1973/3/15'
12956,'ノニルフェノールスルホン酸銅乳剤','ヨネポン','米澤化学株式会社','ノニルフェノールスルホン酸銅','ノニルフェノールスルホン酸銅','30.0%',1,'殺菌剤','乳剤','1973/3/31'
12967,'プロメトリン・ベンチオカーブ乳剤','サターンバアロ乳剤','クミアイ化学工業株式会社','プロメトリン','プロメトリン','5.0%',2,'除草剤','乳剤','1973/3/31'
12967,'プロメトリン・ベンチオカーブ乳剤','サターンバアロ乳剤','クミアイ化学工業株式会社','ベンチオカーブ','ベンチオカーブ','50.0%',2,'除草剤','乳剤','1973/3/31'
12988,'クマリン系粉末','粉末ラテミン','大塚薬品工業株式会社','クマリン系','クマリン系','1.0%',1,'殺そ剤','粉末','1973/3/31'
12990,'塩素酸塩水溶剤','クサトールFP水溶剤','保土谷アグロテック株式会社','塩素酸ナトリウム','塩素酸塩','60.0%',1,'除草剤','水溶剤','1973/3/31'
12991,'塩素酸塩水溶剤','クロレートSL','株式会社エス・ディー・エス バイオテック','塩素酸ナトリウム','塩素酸塩','60.0%',1,'除草剤','水溶剤','1973/3/31'
13038,'エテホン液剤','日産エスレル10','日産化学株式会社','エテホン','エテホン','10.0%',1,'植物成長調整剤','液剤','1973/7/2'
13039,'エテホン液剤','石原エスレル10','石原産業株式会社','エテホン','エテホン','10.0%',1,'植物成長調整剤','液剤','1973/7/2'
13041,'クロロファシノン粒剤','ネズコ粒剤','琉球産経株式会社','クロロファシノン','クロロファシノン','0.025%',1,'殺そ剤','粒剤','1973/9/28'
13114,'MEP粉粒剤','サンケイスミチオン微粒剤F','サンケイ化学株式会社','MEP','MEP','3.0%',1,'殺虫剤','粉粒剤','1973/9/28'
13175,'アセフェート水和剤','ホクコーオルトラン水和剤','北興化学工業株式会社','アセフェート','アセフェート','50.0%',1,'殺虫剤','水和剤','1973/10/30'
13177,'アセフェート粒剤','ホクコーオルトラン粒剤','北興化学工業株式会社','アセフェート','アセフェート','5.0%',1,'殺虫剤','粒剤','1973/10/30'
13243,'プロベナゾール粒剤','オリゼメート粒剤','三井化学クロップ&ライフソリューション株式会社','プロベナゾール','プロベナゾール','8.0%',1,'殺菌剤','粒剤','1974/4/27'
13244,'プロベナゾール粒剤','ホクコーオリゼメート粒剤','北興化学工業株式会社','プロベナゾール','プロベナゾール','8.0%',1,'殺菌剤','粒剤','1974/4/27'
13276,'イソプロチオラン粒剤','フジワン粒剤','日本農薬株式会社','イソプロチオラン','イソプロチオラン','12.0%',1,'殺菌剤','粒剤','1974/7/17'
13277,'イソプロチオラン乳剤','フジワン乳剤','日本農薬株式会社','イソプロチオラン','イソプロチオラン','40.0%',1,'殺菌剤','乳剤','1974/7/17'
13287,'リン化亜鉛粒剤','リンカS・1','一般財団法人北海道森林整備公社','リン化亜鉛','リン化亜鉛','1.0%',1,'殺そ剤','粒剤','1974/8/29'
13290,'イソキサチオン粉剤','カルホス粉剤','保土谷UPL株式会社','イソキサチオン','イソキサチオン','2.0%',1,'殺虫剤','粉剤','1974/9/30'
13395,'カスガマイシン・フサライド水和剤','カスラブサイドゾル','北興化学工業株式会社','カスガマイシン','カスガマイシン','1.37%',2,'殺菌剤','水和剤','1975/7/2'
13395,'カスガマイシン・フサライド水和剤','カスラブサイドゾル','北興化学工業株式会社','フサライド','フサライド','15.0%',2,'殺菌剤','水和剤','1975/7/2'
13410,'MEP乳剤','ガットサイドS','住友化学株式会社','MEP','MEP','1.0%',1,'殺虫剤','乳剤','1975/8/26'
13411,'チオファネートメチルペースト剤','トップジンMペースト','日本曹達株式会社','チオファネートメチル','チオファネートメチル','3.0%',1,'殺菌剤','ペースト剤','1975/8/26'
13425,'プロチオホス粉剤','トクチオン粉剤','アリスタ ライフサイエンス株式会社','プロチオホス','プロチオホス','2.0%',1,'殺虫剤','粉剤','1975/9/20'
13426,'プロチオホス乳剤','トクチオン乳剤','アリスタ ライフサイエンス株式会社','プロチオホス','プロチオホス','45.0%',1,'殺虫剤','乳剤','1975/9/20'
13488,'メチルイソチオシアネート・D-D油剤','ディ・トラペックス油剤','バイエルクロップサイエンス株式会社','メチルイソチオシアネート','メチルイソチオシアネート','20.0%',2,'殺虫剤','油剤','1976/1/13'
13488,'メチルイソチオシアネート・D-D油剤','ディ・トラペックス油剤','バイエルクロップサイエンス株式会社','D-D','D-D','40.0%',2,'殺虫剤','油剤','1976/1/13'
13490,'フルオルイミド水和剤','三菱スパットサイド水和剤','日本農薬株式会社','フルオルイミド','フルオルイミド','75.0%',1,'殺菌剤','水和剤','1976/1/13'
13595,'ダイファシン系粒剤','ヤソヂオン','大塚薬品工業株式会社','ダイファシン','ダイファシン系','0.0050%',1,'殺そ剤','粒剤','1976/8/17'
13662,'展着剤','グラミン','三井化学クロップ&ライフソリューション株式会社','ポリオキシエチレンノニルフェニルエーテル',NULL,'10.0%',1,'その他','その他','1976/12/10'
13662,'展着剤','グラミン','三井化学クロップ&ライフソリューション株式会社','ポリナフチルメタンスルホン酸ナトリウム',NULL,'6.0%',1,'その他','その他','1976/12/10'
13682,'チウラム・チオファネートメチル水和剤','ホーマイ水和剤','日本曹達株式会社','チウラム','チウラム','30.0%',2,'殺菌剤','水和剤','1976/12/24'
13682,'チウラム・チオファネートメチル水和剤','ホーマイ水和剤','日本曹達株式会社','チオファネートメチル','チオファネートメチル','50.0%',2,'殺菌剤','水和剤','1976/12/24'
13684,'チウラム・チオファネートメチル水和剤','ホーマイコート','日本曹達株式会社','チウラム','チウラム','10.0%',2,'殺菌剤','水和剤','1976/12/24'
13684,'チウラム・チオファネートメチル水和剤','ホーマイコート','日本曹達株式会社','チオファネートメチル','チオファネートメチル','10.0%',2,'殺菌剤','水和剤','1976/12/24'
13746,'リトルア剤','フェロディンSL','住友化学株式会社','(Z,E)-9,11-テトラデカジエニル=アセタート',NULL,'4.55mg/1個',1,'その他','その他','1977/5/30'
13746,'リトルア剤','フェロディンSL','住友化学株式会社','(Z,E)-9,12-テトラデカジエニル=アセタート',NULL,'0.45mg/1個',1,'その他','その他','1977/5/30'
13768,'銅水和剤','サンボルドー','サンケイ化学株式会社','塩基性塩化銅','銅','73.5%',1,'殺菌剤','水和剤','1977/6/22'
13778,'キャプタン・ベノミル水和剤','キャプレート水和剤','三井化学クロップ&ライフソリューション株式会社','キャプタン','キャプタン','60.0%',2,'殺菌剤','水和剤','1977/9/29'
13778,'キャプタン・ベノミル水和剤','キャプレート水和剤','三井化学クロップ&ライフソリューション株式会社','ベノミル','ベノミル','10.0%',2,'殺菌剤','水和剤','1977/9/29'
13800,'展着剤','ベタリン-A','サンケイ化学株式会社','ポリオキシエチレンアルキルフェニルエーテル',NULL,'20.0%',1,'その他','その他','1977/10/22'
13823,'ストレプトマイシン液剤','アグレプト液剤','三井化学クロップ&ライフソリューション株式会社','ストレプトマイシン硫酸塩','ストレプトマイシン','25.0%',1,'殺菌剤','液剤','1977/11/28'
13833,'ストレプトマイシン・チオファネートメチル水和剤','アタッキン水和剤','日本曹達株式会社','ストレプトマイシン硫酸塩','ストレプトマイシン','18.8%',2,'殺菌剤','水和剤','1977/11/28'
13833,'ストレプトマイシン・チオファネートメチル水和剤','アタッキン水和剤','日本曹達株式会社','チオファネートメチル','チオファネートメチル','50.0%',2,'殺菌剤','水和剤','1977/11/28'
13865,'リニュロン粒剤','ロロックス粒剤','丸和バイオケミカル株式会社','リニュロン','リニュロン','1.5%',1,'除草剤','粒剤','1978/2/8'
13870,'ACN水和剤','キレダー','アグロ カネショウ株式会社','ACN','ACN','25.0%',1,'除草剤','水和剤','1978/2/8'
13873,'イソキサチオン粉粒剤','カルホス微粒剤F','保土谷UPL株式会社','イソキサチオン','イソキサチオン','3.0%',1,'殺虫剤','粉粒剤','1978/2/8'
13881,'有機銅水和剤','サンキノリン','サンケイ化学株式会社','有機銅','有機銅','50.0%',1,'殺菌剤','水和剤','1978/2/28'
13970,'イソキサチオン粉剤','カルホス粉剤3','保土谷UPL株式会社','イソキサチオン','イソキサチオン','3.0%',1,'殺虫剤','粉剤','1978/7/14'
13992,'カスガマイシン・バリダマイシン液剤','ホクコーカスミンバリダシン液剤','北興化学工業株式会社','カスガマイシン','カスガマイシン','2.3%',2,'殺菌剤','液剤','1978/9/14'
13992,'カスガマイシン・バリダマイシン液剤','ホクコーカスミンバリダシン液剤','北興化学工業株式会社','バリダマイシン','バリダマイシン','4.0%',2,'殺菌剤','液剤','1978/9/14'
13995,'ストレプトマイシン液剤','日農ヒトマイシン液剤S','日本農薬株式会社','ストレプトマイシン硫酸塩','ストレプトマイシン','6.25%',1,'殺菌剤','液剤','1978/9/14'
14011,'キュウルア液剤','サンケイキュウルア','サンケイ化学株式会社','4-(p-アセトオキシフェニル)-2-ブタノン',NULL,'85.0%',1,'その他','液剤','1978/10/18'
14020,'TPN粉剤','クミアイダコソイル','クミアイ化学工業株式会社','TPN','TPN','10.0%',1,'殺菌剤','粉剤','1978/10/18'
